year,month,bx_gsm,by_gsm,bz_gsm,bt,intensity,declination,inclination,north,east,vertical,horizontal
2023,1,1.16,-3.84,-6.78,3.96,61830,-24.335,28.564,-231,-251,63924,231
2016,8,5.24,-0.99,-2.48,0.93,50557,-49.506,-33.416,96,134,67151,310
2013,9,3.5,-9.36,3.22,5.77,55771,106.396,64.098,11,374,56269,117
2022,4,-4.85,2.07,8.28,1.39,53295,-14.476,61.165,499,229,52679,395
2017,1,1.6,-2.26,-9.48,1.82,68437,77.866,68.551,255,-379,50226,289
2016,7,5.48,4.29,-5.81,4.3,51398,-24.257,-52.025,178,-347,62664,69
2022,12,8.55,-0.75,2.6,6.91,50798,-116.413,65.842,-334,-313,65810,138
2021,3,8.58,-2.92,-0.63,3.59,58596,15.37,13.13,-2,254,56795,490
2015,9,-6.39,0.52,-2.93,5.97,52547,-122.599,11.948,-328,493,56170,61
2017,8,-2.88,4.81,-3.51,2.28,68788,-140.042,-25.45,-205,124,63916,80
2020,3,-8.99,-2.84,5.37,2.81,55812,162.227,-88.799,-26,140,57763,99
2016,3,-8.79,9.29,-2.16,2.93,53065,125.919,26.085,-311,-103,53726,486
2021,2,6.44,-7.52,8.48,7.34,64518,-115.371,-10.135,0,-196,50940,130
2014,7,-1.7,-5.52,-6.32,7.37,60971,-138.934,-24.012,193,476,59286,58
2013,3,-3.89,8.39,8.78,8.61,64141,71.526,1.004,-328,387,54467,374
2017,3,2.44,0.6,5.0,0.74,60844,-114.857,39.801,-56,-388,59536,52
2019,3,0.4,-7.04,3.86,4.47,53654,21.378,81.301,5,105,61672,383
2022,9,3.36,7.09,-9.9,1.34,56386,36.568,-36.045,-341,-229,61567,127
2019,1,5.86,9.4,-6.79,7.55,60353,172.36,-15.264,60,-241,53280,190
2021,7,-4.01,3.31,0.07,7.25,54737,16.601,8.559,406,-272,62490,415
2023,2,0.31,-3.82,7.23,0.53,63421,37.049,-35.332,-35,-226,54387,44
2014,12,2.68,6.54,1.38,1.09,58921,-179.237,81.425,420,376,63087,28
2023,9,-7.4,1.65,-2.83,1.5,67078,5.952,32.455,-338,49,66952,55
2018,5,-4.24,2.22,-6.9,6.55,56560,-14.967,9.514,-354,-458,65628,474
2016,3,8.38,-6.67,0.73,1.35,56241,-20.985,82.907,-163,-273,65339,282
2022,8,8.15,1.7,-4.72,9.83,51424,130.097,-80.369,-113,-137,64118,103
2018,5,7.07,6.71,-7.86,9.73,56550,-149.255,-13.903,-456,-296,67903,194
2020,4,-2.13,2.77,-0.56,9.31,54675,-152.91,-84.577,-220,229,63350,419
2020,10,-4.95,3.17,5.64,8.81,52733,70.759,-42.838,327,220,69629,253
2019,9,-5.92,-5.95,-4.24,9.5,54327,-39.016,-48.946,-253,-228,61927,3
2015,10,6.42,1.45,-3.47,3.59,50930,-62.339,22.508,250,-66,54625,411
2023,9,-9.63,-4.06,-3.6,2.15,58784,68.132,-75.547,-44,150,54450,260
2014,1,3.94,-2.76,6.72,1.25,54114,-148.117,-25.19,213,164,52723,480
2020,12,9.01,8.76,8.22,9.35,57610,-26.236,75.914,-175,-287,68631,396
2022,10,5.94,5.15,7.24,1.37,60737,154.887,-75.979,-417,374,63834,339
2013,2,-3.34,-9.83,3.1,1.3,54700,-163.081,-9.665,345,-135,68427,91
2021,4,-5.9,-7.2,-0.25,8.51,61304,54.699,19.789,-449,481,55072,254
2019,11,6.05,-9.76,4.68,7.36,54710,-22.333,-59.76,170,-471,67893,264
2012,8,-3.07,9.44,7.63,3.59,64110,-61.879,35.935,-128,-110,51661,18
2019,4,-4.19,7.55,1.33,0.34,68714,30.863,-77.11,-422,24,66670,120
2013,10,-3.7,2.62,-1.59,9.7,50403,-172.455,-37.626,57,292,50294,325
2020,10,4.74,3.75,3.28,9.66,64618,-97.224,23.422,79,-6,55054,266
2017,3,-1.44,-8.21,-4.99,9.94,62675,98.51,32.749,235,-183,60820,19
2015,1,-5.57,-0.09,1.49,0.17,60162,92.297,4.521,-90,29,55841,403
2018,3,-2.04,2.94,6.26,4.12,55762,-177.72,-61.241,107,-336,58849,384
2021,9,2.66,-1.67,-8.29,6.22,60350,64.441,-15.902,-461,-372,64370,320
2015,5,-2.72,-1.46,7.91,2.92,61448,-135.27,79.286,-115,-74,61498,163
2021,8,2.94,-4.61,5.12,3.23,51992,34.202,87.614,460,-257,59592,8
2020,1,4.84,5.0,8.95,7.18,55095,143.573,-75.81,205,345,56938,408
2022,6,-4.85,-8.23,7.25,1.86,64045,7.218,20.975,268,367,63192,331
2019,6,-4.75,6.98,-7.69,4.64,59619,-117.719,-0.937,-78,246,58678,147
2020,5,-8.34,-2.7,3.41,7.8,64943,-60.847,-46.669,77,-477,61912,397
2013,11,-0.82,1.08,-0.44,7.39,68420,-119.267,-58.731,99,-321,62362,154
2020,4,-9.77,4.55,-1.69,0.67,60532,-83.579,-20.849,73,-100,65030,255
2023,2,-7.5,-1.56,2.92,1.72,62853,-20.251,-49.074,-200,-472,68192,321
2015,12,-0.97,-0.68,-4.64,2.46,65224,85.022,67.774,-318,-18,55249,31
2012,8,4.57,6.43,-3.88,6.25,66754,97.381,-72.477,-6,-164,50651,12
2014,6,9.64,-1.19,9.32,8.13,59156,-34.384,-71.28,-37,-221,52022,27
2013,12,3.41,2.85,-8.23,7.15,51630,48.112,61.273,106,488,68171,172
2012,11,2.48,2.05,-0.64,6.93,59491,-138.949,-24.145,410,368,60386,298
2022,9,0.04,-3.82,6.59,2.07,58930,162.576,-18.098,108,195,55488,257
2015,12,-7.05,-5.97,-0.94,1.21,67209,-174.915,11.907,405,377,65248,493
2017,12,-3.77,9.15,-5.48,3.75,60381,9.598,6.552,-197,63,50655,208
2022,11,-1.74,8.14,-4.91,1.71,58723,-24.424,73.388,476,-441,55914,187
2014,5,-0.24,-8.53,0.79,1.88,59697,95.088,36.846,-320,-27,62813,382
2019,3,-4.33,4.08,8.16,3.9,56933,76.972,61.543,-498,342,61834,329
2022,10,9.38,-9.82,-9.09,8.72,69070,49.334,22.001,-293,282,56362,36
2021,2,-6.57,-1.4,9.45,1.95,68108,-171.018,-45.772,-12,-78,60977,42
2019,10,-2.88,-0.03,7.93,7.19,66251,-62.593,88.053,3,-394,63034,273
2014,1,-9.44,0.66,9.63,8.9,64481,-140.911,-13.656,416,331,51019,244
2015,8,-8.21,-9.63,-2.48,4.76,50387,31.306,-71.544,195,-41,54158,8
2014,5,-3.82,4.79,-1.67,4.26,64294,-72.309,-0.371,457,-186,61067,178
2015,9,-7.76,-3.77,2.21,0.28,57572,-45.007,80.75,435,120,69706,83
2016,3,-5.13,-8.12,6.09,9.65,55300,37.748,-64.706,-274,-365,61570,132
2021,11,3.73,-0.14,-9.89,9.42,53663,-142.266,62.325,320,473,56085,325
2023,2,-5.92,-9.23,-6.79,3.14,59523,119.546,87.442,-203,-378,52566,43
2021,11,-9.51,-0.56,-6.18,8.78,52662,17.183,72.211,-240,-449,51772,194
2020,7,7.42,8.86,7.55,0.15,56727,-60.733,-8.051,-111,11,56206,421
2018,8,-4.45,-6.06,8.13,6.65,65355,-124.477,79.2,364,235,60121,59
2012,11,-1.06,4.78,-8.04,8.98,55034,155.708,33.32,138,325,54668,379
2023,9,-7.1,3.58,-4.88,4.56,57175,154.624,-42.658,491,-111,53832,363
2015,9,1.52,9.37,-5.11,2.49,55477,48.762,7.698,-322,-35,59422,84
2016,4,-6.2,1.28,-4.63,7.8,57087,-76.595,84.532,338,149,67154,434
2012,12,8.76,5.84,2.44,3.73,66627,-15.646,46.655,130,99,67530,412
2021,2,8.38,4.9,-9.63,6.0,56327,-6.524,-83.382,-229,-251,63488,429
2015,5,-1.57,5.5,-2.75,8.17,56483,49.602,-58.873,-138,-221,56853,260
2012,5,-8.21,-4.05,7.67,5.49,67109,-164.082,46.213,369,-17,64128,477
2014,2,-1.17,-3.38,7.07,5.84,51712,-167.701,1.823,-397,289,60865,157
2019,11,-2.26,2.03,4.52,4.25,66714,-78.672,-28.244,192,-127,53514,9
2012,5,-5.99,-7.25,-4.34,0.01,64769,-139.94,79.528,360,-354,61610,447
2022,2,9.1,3.84,6.37,0.23,56961,-164.809,70.428,-30,223,51432,427
2015,7,-5.2,0.27,3.05,5.28,56231,-165.116,44.34,-151,-431,51060,78
2018,7,4.48,0.99,9.17,9.74,50874,179.556,70.941,368,391,61793,466
2016,2,3.85,-1.21,-1.13,3.74,55119,-59.214,15.966,-131,-447,67810,49
2019,8,8.78,-1.12,8.6,9.22,51306,-35.114,45.639,-343,72,53997,135
2013,3,-8.04,-2.36,-5.75,9.95,54004,-35.929,-19.984,445,-23,69488,218
2020,9,-7.22,-5.0,7.58,6.02,60809,128.496,-36.333,325,50,56942,159
2017,3,-8.01,-6.13,4.67,5.7,63386,31.644,62.253,225,-42,65695,334
2012,12,4.91,7.73,-7.85,4.66,51424,61.684,-60.51,-372,358,58677,213
2016,7,-3.36,-6.38,4.13,8.56,57016,-119.676,-40.759,279,434,54867,168
2018,6,-5.1,-1.09,-3.93,4.63,65505,131.651,-77.114,-96,108,61424,174
2012,10,6.45,5.72,5.14,6.77,57179,43.672,-43.454,487,171,59588,3
2014,7,2.17,0.5,-7.55,4.57,66061,-3.922,-44.781,-299,225,53045,499
2013,5,-4.44,-1.56,-1.25,2.12,57042,-117.801,64.252,-114,152,59164,264
2017,2,8.45,-6.77,-0.41,9.85,58752,128.291,8.507,19,-118,50250,152
2014,10,-9.59,7.01,0.77,2.66,63374,3.836,33.187,-107,131,58636,36
2019,11,-0.33,-0.92,-4.22,3.31,53144,-96.215,-76.408,485,409,66745,435
2022,7,4.19,-9.76,7.32,6.99,59076,-12.584,-43.298,-81,172,68415,90
2013,10,7.94,-6.74,-4.39,3.76,66568,37.023,-16.036,-105,52,63931,97
2012,1,8.84,-2.13,-9.22,7.75,67444,-99.131,-21.231,-352,69,66186,474
2013,9,-1.15,-5.31,6.91,9.19,67946,85.318,65.884,-84,-426,68167,259
2022,6,6.85,-6.48,-5.72,6.19,57827,111.882,54.585,-439,-498,67987,291
2021,7,-5.84,-1.35,1.2,4.58,69117,2.485,7.449,-310,376,55776,286
2019,2,5.41,-9.14,-9.23,3.35,51603,-47.711,3.171,-184,91,64521,38
2021,6,-0.55,0.91,5.2,3.16,55087,-116.318,-75.412,229,415,66409,268
2012,7,-7.76,0.74,2.72,2.28,64073,-70.783,-87.734,-331,324,60705,483
2013,1,-6.54,6.16,-8.75,1.99,52552,-110.392,-6.307,-401,-152,54024,484
2021,1,1.06,3.23,7.2,4.56,56122,144.958,-70.068,-398,242,64424,427
2012,4,0.03,-6.68,7.76,6.7,56285,112.343,51.487,-35,335,63501,179
2016,8,-5.65,-6.58,-5.57,4.57,67506,-171.583,-39.565,68,174,55278,460
2020,6,1.83,2.17,1.19,8.55,51182,-87.149,86.705,-336,364,64084,338
2022,7,-8.91,6.71,-1.65,5.82,53572,-76.834,-22.182,270,349,53701,348
2019,8,3.69,0.6,9.0,2.18,51727,1.783,-29.66,178,-267,54028,436
2019,12,6.16,-9.53,-7.39,2.89,59129,-81.167,-84.567,-199,-272,67526,441
2013,6,-5.56,-7.03,-6.89,1.15,58053,40.416,87.202,90,399,56757,233
2018,3,8.8,0.49,7.05,2.01,68944,-80.515,-19.622,252,250,63350,367
2017,2,-3.53,-4.55,2.73,1.62,53772,83.721,-82.531,-331,291,62361,113
2023,9,5.21,4.33,3.99,0.82,56938,-101.449,-56.922,409,-161,55453,405
2013,3,-0.51,-0.37,9.43,1.9,67754,-66.973,-25.811,-422,399,53202,453
2014,12,-3.38,9.73,2.71,6.11,50197,-17.896,21.808,-180,-149,61206,418
2023,5,1.99,-6.25,4.77,2.77,53125,39.36,-42.953,292,491,52380,352
2022,10,-8.69,-0.11,-4.23,6.83,57169,6.716,60.971,50,389,50650,370
2023,4,4.4,-4.43,-6.99,0.79,60245,-160.476,43.019,11,304,58789,399
2012,5,7.36,-8.64,-5.6,4.29,67609,64.912,-51.399,-69,260,65616,372
2013,12,-4.99,9.67,-6.45,0.87,65855,42.444,35.709,214,261,53655,149
2016,3,-5.26,-0.98,2.62,4.24,53097,69.719,61.906,-3,-23,61386,4
2020,7,2.38,-6.23,-6.92,1.69,63388,-21.652,-8.985,-283,-254,50988,235
2020,9,9.28,-1.14,-0.78,0.84,51581,-93.547,25.338,490,-283,63404,470
2018,8,1.35,2.08,3.63,4.08,62531,-72.55,-32.692,164,281,58562,470
2023,5,9.25,-9.17,-1.85,4.53,51702,85.734,50.761,214,407,52243,60
2018,1,-9.16,9.4,-1.7,9.72,68268,155.949,-10.852,-293,-453,58602,95
2013,3,1.97,2.28,-1.06,5.83,60293,-60.487,81.489,-368,124,61057,209
2021,5,7.1,-2.39,6.27,5.31,52003,-116.008,76.101,450,444,57904,444
2016,3,-3.73,-4.78,-2.64,1.76,64303,26.608,-71.479,-72,429,59512,500
2019,7,5.9,8.14,8.76,7.93,50241,-15.508,48.891,192,-481,65983,226
2021,9,9.88,7.69,-9.89,0.69,59451,-90.526,-53.756,24,-324,58534,467
2019,2,-1.48,2.95,-1.61,4.95,62095,150.359,71.34,386,90,64981,46
2013,9,-7.79,-3.76,1.84,8.67,61501,74.484,48.286,499,-108,60589,298
2023,5,-8.82,-0.01,-0.89,8.15,59507,-153.446,72.568,82,483,50974,80
2013,10,-8.68,-8.26,2.43,1.0,63637,112.374,8.619,198,-267,69078,266
2022,7,-2.04,-3.28,-7.64,6.17,51824,-32.357,78.304,-79,-265,64054,5
2014,6,-9.55,-1.71,-3.87,0.21,64374,104.59,20.853,453,-184,55588,118
2016,2,6.97,9.02,-4.45,6.36,59452,5.415,-7.635,-76,63,52857,44
2014,6,-3.02,8.57,-5.51,7.83,62519,-107.36,73.744,-127,66,59438,292
2020,9,1.76,-3.07,3.34,1.02,52857,174.523,-87.921,312,-377,55338,462
2012,4,8.0,1.92,9.24,1.27,58356,104.292,75.504,-18,4,53793,11
2019,2,-9.85,-2.05,-0.9,3.74,63917,138.892,41.502,-349,89,59762,142
2022,8,-4.61,-9.61,8.35,1.23,56140,-63.111,-9.562,156,-278,66023,287
2018,2,-7.96,8.46,-5.75,9.09,52910,-156.293,23.455,92,-284,65499,262
2015,7,-1.28,-0.32,6.23,7.03,65634,84.579,68.46,-466,-182,55395,378
2023,5,3.07,-2.41,2.72,7.3,53339,-83.781,46.876,-289,245,66088,138
2017,1,-8.46,0.57,-1.21,3.74,50627,153.078,-56.276,-250,-220,69727,207
2021,4,-2.2,-7.04,8.58,8.16,55578,-154.826,40.009,386,415,60825,60
2020,4,-0.21,4.9,4.8,1.08,66241,122.097,29.117,-265,472,61575,268
2012,12,-7.05,5.32,4.94,6.29,50364,29.359,-12.808,-31,-297,65548,131
2016,1,-3.86,-3.94,3.21,5.91,66436,79.513,59.281,448,35,69103,420
2022,5,-7.81,9.96,-8.51,9.86,51210,167.786,-27.338,-192,245,56777,356
2013,2,-8.86,-6.52,0.39,2.23,57399,-151.091,0.857,-106,293,55311,396
2015,9,-0.65,-3.01,-1.44,2.09,61200,-47.967,25.935,148,16,55774,429
2012,5,-4.13,-3.93,6.83,2.51,58109,78.503,86.791,-320,268,69334,64
2022,1,2.5,-9.05,-0.68,4.72,54251,-156.432,-23.134,474,-92,53373,382
2012,7,-0.09,0.07,-6.54,2.49,64024,-37.74,42.136,-253,-337,65844,124
2013,8,2.57,8.76,6.73,6.77,57799,23.722,22.518,420,168,53085,495
2020,5,0.15,5.74,5.97,8.84,62430,3.192,45.008,190,-336,63030,58
2016,2,-5.67,-1.94,-8.17,4.34,59679,-126.829,-34.061,473,405,52718,240
2023,8,-7.08,8.86,1.47,3.68,63004,128.521,-33.703,284,-10,52468,293
2023,10,4.76,1.72,1.64,7.49,57679,-110.301,39.713,-308,-202,68511,409
2021,4,-4.96,2.33,-7.1,0.79,54126,166.807,36.911,306,241,63815,300
2023,4,8.16,6.52,-3.98,1.54,51320,24.065,-35.294,-267,-332,65075,297
2014,10,4.54,-1.79,-2.86,6.09,56037,-80.584,-37.393,360,107,59022,323
2023,6,9.43,8.1,-5.19,5.14,58379,-91.697,16.473,494,-181,59251,391
2019,12,-6.52,0.81,-1.35,7.39,63887,115.252,30.066,-179,-286,65224,434
2018,5,-3.98,9.11,8.55,1.57,51264,-96.549,69.098,87,246,61763,153
2020,5,9.81,7.09,1.3,2.88,69468,179.883,-73.801,-467,361,59713,140
2014,11,-2.56,-7.59,5.4,9.02,62463,21.541,-63.857,-440,215,52739,304
2017,5,7.15,8.14,8.45,9.22,54745,-72.039,40.132,177,-40,66082,62
2014,2,-4.21,-2.78,8.6,3.36,68334,-157.397,-17.825,-317,-145,69700,225
2013,7,7.49,-1.46,2.11,1.09,69726,111.422,-9.69,-433,488,63057,133
2022,10,2.49,-0.55,-5.84,4.82,64440,6.046,-26.265,-409,323,67873,279
2012,11,6.2,-0.59,0.35,5.83,69609,-113.449,-29.088,-225,222,54740,165
2021,8,-7.44,-2.11,8.8,2.02,54610,148.034,-85.102,-26,-211,57160,104
2021,1,-6.63,4.45,2.84,9.01,68297,0.044,9.661,-437,385,56291,443
2014,12,6.72,-4.54,0.59,9.47,52242,-88.971,42.639,-436,-103,68203,78
2021,1,1.91,5.34,-1.87,0.25,55421,100.47,-33.142,-366,-234,68572,385
2016,1,9.48,1.36,-0.01,8.79,68214,79.865,76.793,-300,-365,69026,261
2018,10,6.93,-9.92,0.32,5.59,59012,133.509,33.302,-210,229,65388,116
2016,6,3.46,-9.46,-7.72,8.4,54872,83.966,19.725,266,-146,62468,355
2022,2,6.03,-2.04,0.24,7.13,53461,128.196,52.389,-120,367,62470,35
2013,3,9.57,-1.57,3.65,8.58,52617,101.714,51.195,265,3,66869,264
2021,11,-4.44,7.39,6.87,6.97,59291,-1.626,26.489,118,-283,68267,298
2017,2,1.69,-0.91,5.56,1.53,63413,-56.101,36.715,383,77,54068,456
2015,12,8.02,0.08,-7.61,4.13,57054,-48.735,12.968,-226,325,57125,66
2016,10,6.77,-0.9,7.45,3.75,51600,-67.873,52.906,-10,-17,55083,396
2015,1,9.45,-3.33,5.64,1.39,67846,-15.402,-33.014,466,459,52519,450
2023,8,9.33,4.52,2.53,5.56,55438,56.539,31.488,-4,-142,57302,128
2018,1,4.62,5.6,1.99,5.27,60978,-74.718,-45.581,113,4,54741,188
2020,9,1.41,-4.15,1.08,0.67,53309,-38.128,-19.748,474,102,56754,211
2016,8,-0.69,0.06,1.62,8.81,67661,-102.918,-48.749,437,118,56010,61
2014,9,-3.86,6.91,1.26,5.5,52761,50.403,14.141,-338,-193,55566,378
2023,9,7.23,-6.79,9.09,1.64,57546,-106.633,-1.795,-306,-161,51706,79
2016,1,-6.01,-9.61,2.73,6.27,60081,-82.796,37.545,-175,-200,66376,357
2017,11,0.06,-3.44,5.15,7.2,57922,-61.718,36.224,175,-229,51011,224
2020,5,-8.59,5.11,-7.97,0.84,58876,100.323,10.979,-445,379,50021,258
2019,4,0.77,2.86,3.25,1.71,55534,-54.175,-52.799,161,430,58997,423
2020,7,-1.68,9.71,-9.64,4.29,57726,-40.931,-18.47,256,140,56706,216
2017,2,0.5,9.85,-2.05,1.38,54323,74.777,7.524,-478,348,68235,396
2020,5,-2.05,-4.43,6.13,8.63,51822,141.098,-37.639,361,-23,54523,42
2018,1,-4.06,3.14,-1.21,0.31,65086,-179.318,-63.413,284,293,61375,42
2016,6,3.64,-3.87,-6.74,3.34,66500,-38.235,53.65,92,-27,62031,138
2019,1,-0.61,5.53,1.07,9.47,52216,62.038,-13.104,-413,-210,57400,263
2013,11,-9.86,0.44,-9.54,8.18,50622,143.14,53.543,72,-211,50704,431
2016,9,6.48,-0.92,-2.0,4.77,63365,-167.763,13.516,-371,172,61737,406
2013,10,-0.41,-6.15,-3.18,3.18,51815,1.424,36.182,330,-27,52365,185
2021,2,4.79,8.59,3.6,4.13,55385,25.994,-0.307,399,255,54893,495
2020,8,-3.15,7.43,1.83,7.6,55782,139.221,9.679,284,413,51792,434
2014,9,-6.08,1.75,1.47,5.74,57185,-74.675,-75.618,-199,-89,60406,220
2013,4,6.29,8.08,-6.74,8.34,66648,-84.373,-3.534,473,125,52938,381
2013,2,-4.5,7.53,3.47,3.19,68521,42.187,28.673,-2,-270,68735,113
2023,10,-7.94,-8.68,-5.17,3.02,68159,45.738,50.317,106,-237,60147,115
2019,7,8.56,7.4,4.25,8.13,64176,-15.858,-74.577,392,284,68055,396
2021,12,-1.06,-8.67,-3.19,0.15,69308,-130.314,41.813,-192,-312,54686,175
2018,2,-1.49,8.23,4.91,9.32,60948,121.274,-37.077,-456,-451,50720,292
2012,3,1.9,4.0,6.6,9.14,58258,24.752,62.364,232,362,63143,456
2022,1,-2.28,7.14,6.15,3.55,64217,-174.926,-29.69,467,-211,62272,408
2016,11,-8.33,9.86,3.31,2.48,60124,23.403,30.766,-332,352,62391,383
2016,7,7.35,5.6,-9.29,6.86,69264,-161.394,-17.629,-256,0,56983,226
2016,4,-6.5,-2.03,7.35,9.87,66252,-144.492,45.734,-123,-448,60224,329
2017,4,4.57,-3.31,-5.83,6.84,53296,93.024,-74.038,-55,52,66356,391
2022,7,2.36,9.29,-1.17,6.95,50906,-179.204,-47.744,-445,108,67533,490
2020,11,0.64,-5.4,-9.48,0.24,65561,115.975,29.619,242,454,61099,359
2012,10,-6.53,-0.28,-9.66,2.79,67981,-22.628,78.469,122,-168,55679,260
2023,12,9.34,-3.9,6.18,6.21,57803,-93.85,67.91,-372,106,57751,412
2018,11,1.65,-1.06,-5.13,6.29,55822,-131.332,-15.019,-281,-89,66236,207
2012,1,1.76,0.6,-8.46,9.59,67087,-143.547,83.818,250,-251,51759,458
2020,12,1.47,7.87,2.56,3.89,63123,-109.814,-65.742,168,460,59004,27
2015,8,-9.01,5.77,1.47,9.57,58739,171.609,24.103,-268,-1,51431,175
2020,12,2.57,-1.22,-2.73,7.34,69463,9.545,-60.817,406,19,58006,218
2013,8,9.97,8.88,-8.37,9.25,62910,110.118,13.787,93,-1,59767,119
2021,1,-8.41,4.14,0.78,7.38,62148,32.687,70.032,466,-401,50950,289
2014,4,-2.51,-9.65,8.68,0.07,54788,120.336,72.598,134,149,68622,72
2023,3,6.66,0.5,0.58,9.02,51533,-14.153,-76.306,-312,-346,58849,134
2019,8,9.69,-5.12,2.62,6.99,66691,-176.008,36.619,122,431,65019,106
2021,2,9.76,4.0,0.35,2.17,58315,122.607,41.803,-154,342,62544,326
2014,8,-0.35,-8.32,-3.9,9.5,51854,-38.473,85.711,-324,40,62699,209
2019,2,-7.95,-3.49,2.86,9.47,66559,77.636,-23.427,386,-417,57487,275
2012,6,-8.01,8.66,-6.36,2.93,65323,35.04,86.916,298,285,64201,67
2018,1,6.46,0.84,7.49,0.55,61769,-72.074,55.772,358,-101,50242,316
2015,3,2.59,-2.1,9.27,9.07,60216,19.88,-35.133,311,-451,59862,436
2021,1,2.41,-0.53,-7.0,2.65,55926,-163.881,78.199,39,12,62879,306
2019,2,-7.27,-0.07,-8.61,5.66,50017,-4.46,12.408,400,-293,58777,474
2022,6,-2.2,-1.59,2.15,3.53,55079,46.896,82.358,105,380,58227,439
2022,6,-7.35,-5.47,2.5,5.61,59861,-152.01,-23.677,-367,-446,61017,33
2017,8,-0.66,-8.5,-7.85,7.86,54290,-129.115,44.557,-387,375,64483,39
2022,11,4.63,-7.85,5.17,8.29,63341,0.082,38.603,-85,-70,60941,328
2022,7,-5.02,-1.84,-9.26,0.48,54061,124.051,-55.026,-69,36,69225,281
2020,8,4.64,-0.54,-3.03,4.46,50410,64.171,-19.629,-467,-107,61284,352
2021,4,-4.22,5.04,-8.27,5.85,62021,-16.748,66.975,120,-121,56939,55
2018,5,4.69,4.41,-4.45,5.53,65805,-15.041,6.522,-67,387,67859,232
2017,10,0.25,-8.31,-2.97,7.4,60533,139.654,-8.989,439,47,63971,106
2022,11,-9.63,6.48,-1.68,4.1,57002,-93.045,-75.475,246,2,61633,254
2015,2,3.6,-8.0,-6.32,9.68,67083,94.851,-73.99,183,112,57492,112
2022,6,-1.74,-1.69,-4.86,3.49,53907,124.339,-8.304,6,47,51836,476
2022,6,-9.24,4.44,3.96,5.57,57268,32.035,0.071,60,99,69994,440
2021,10,-1.99,5.17,-4.18,6.98,65749,75.437,-77.51,-238,431,59118,369
2023,2,8.98,1.01,-9.55,4.96,64830,27.216,52.388,305,-100,62709,400
2016,4,-8.21,0.57,8.21,9.47,66130,-63.64,26.12,309,-280,50143,227
2013,2,5.82,2.77,-0.47,4.85,65775,-23.12,51.793,79,-245,69970,394
2018,5,5.12,-5.29,4.23,2.51,57806,-1.402,-38.0,44,141,66248,153
2023,6,3.12,0.84,-1.34,2.62,51568,-157.103,-86.251,-285,-373,63221,356
2021,1,9.33,1.94,-5.9,5.88,50661,-160.745,-13.056,-391,-222,55902,491
2020,7,1.53,9.27,0.65,9.91,50791,99.84,-59.288,459,-381,63499,439
2018,11,-7.12,4.96,9.08,7.28,55119,20.221,-54.092,495,248,60569,264
2013,7,6.06,-0.5,-0.65,0.54,58439,72.034,-60.926,256,-460,52459,127
2019,6,-5.66,5.8,-3.41,4.44,53329,19.713,-30.603,-415,-148,68494,426
2023,7,4.28,-0.33,8.47,0.24,67175,102.979,59.431,-484,-316,57396,450
2017,8,2.43,5.83,2.26,6.91,58592,1.835,83.441,-246,-368,53839,64
2013,2,2.66,8.79,-9.7,7.13,58937,-178.733,-53.115,-299,181,68879,370
2013,6,-3.76,4.5,2.56,7.7,69083,116.103,87.572,-426,-344,68569,303
2019,12,-3.09,8.01,-8.86,3.87,62184,-48.396,-86.01,433,-260,65944,185
2018,10,6.64,4.06,-5.22,7.64,64773,147.005,-36.309,-47,-297,63523,398
2012,11,9.14,4.54,9.6,5.43,58720,48.586,-8.791,292,-17,57364,446
2017,9,8.49,-4.23,3.48,3.16,69744,132.183,57.78,45,45,66440,304
2021,9,-0.01,-9.25,0.8,9.09,67367,95.985,62.353,-391,228,51526,30
2018,1,-0.06,7.01,8.55,6.42,58444,-46.36,34.708,445,181,50482,147
2022,11,3.05,0.27,7.31,0.8,51166,21.879,-45.525,-317,-338,55995,265
2016,9,-8.6,-2.49,-5.93,1.45,60347,73.45,70.625,-441,-371,68613,211
2020,6,-1.89,3.97,2.71,0.68,54524,15.961,60.824,-34,325,59147,456
2015,7,0.1,8.96,5.23,6.62,57171,93.988,71.024,152,-49,53221,337
2022,3,7.56,-7.19,6.23,3.66,50452,-33.902,84.499,-246,-93,54710,468
2017,6,8.9,6.22,-8.76,3.07,61711,-24.693,-5.21,-348,-397,65070,298
2012,11,-8.28,4.81,-5.33,5.78,50818,78.176,-59.852,245,-48,57099,463
2019,7,-2.17,9.03,8.23,6.21,55483,100.655,2.44,133,-123,51051,177
2020,9,1.5,-8.28,-2.91,1.48,67434,-100.634,-72.287,35,-346,61624,337
2021,10,-0.59,6.82,0.46,0.25,50039,110.508,31.343,-46,-468,63267,106
2012,10,5.24,2.09,0.68,2.89,65198,134.996,-33.621,-179,280,65882,130
2022,7,-6.88,3.63,-5.5,8.76,56039,68.404,-36.056,-380,343,68524,141
2020,8,1.53,9.45,9.1,5.31,59266,-136.132,-38.338,-72,-183,54508,209
2017,7,-5.83,-2.67,-0.52,6.76,53137,-29.453,-37.972,-493,60,59443,412
2019,11,2.11,-8.06,-2.9,3.56,65529,-75.062,23.804,-191,-320,57448,322
2021,2,5.91,4.17,-7.72,5.42,53176,-109.344,88.586,312,323,67200,268
2023,11,6.1,7.17,9.17,9.99,55888,-90.906,-40.884,-483,84,59225,106
2012,9,9.63,5.25,3.89,8.38,66717,-148.836,-44.877,25,112,57253,168
2018,4,7.7,-6.53,7.57,0.76,55175,-18.162,-46.384,50,-494,57055,316
